title,location,price,url,bedrooms,bathrooms,date,builtin_year,occupancy_status,amenities,area_breakdown,available_from,floor_area(sqft),floor_no,listing_date_added,listing_is_verified,ownership_status,price_breakdown,purpose,type,unit_no,zip
2200 Sq Ft Apartment Is Ready For Sale In Mirpur Dohs,"Mirpur DOHS, Mirpur","20,000,000",https://www.bproperty.com/buy/dhaka/mirpur/2200-sq-ft-apartment-is-ready-for-sale-in-mirpur-d-171763603313/,3,4,,,vacant,"Double Glazed Windows, Electricity Backup, Flooring, Elevators in Building, Apartment Facing, Gas, Electricity, Floor Level, Other Rooms, Reception/Waiting Area, Broadband Internet, Intercom, Fire Exit, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Other Nearby Places, Guard/ Security Staff, Pet Policy",,,2200,5,,,,,,,,
1332 Sq Ft Residential Apartment Is Up For Sale In Dakkhin Paikpara,"Dakkhin Paikpara, Mirpur","5,594,400",https://www.bproperty.com/buy/dhaka/mirpur/1332-sq-ft-residential-apartment-is-up-for-sale-in-171763602332/,3,3,,,vacant,"Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Electricity, Floor Level, Cleaning Services, View, Balcony or Terrace, Waste Disposal, Parking Spaces, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Other Nearby Places, Guard/ Security Staff, Pet Policy",,,1332,1,,,,,,,,
1332 Sq Ft Residential Apartment Is Up For Sale In Dakkhin Paikpara,"Dakkhin Paikpara, Mirpur","5,594,400",https://www.bproperty.com/buy/dhaka/mirpur/1332-sq-ft-residential-apartment-is-up-for-sale-in-171763602332/,3,3,,,vacant,"Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Electricity, Floor Level, Cleaning Services, View, Balcony or Terrace, Waste Disposal, Parking Spaces, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Other Nearby Places, Guard/ Security Staff, Pet Policy",,,1332,1,,,,,,,,
"Covering 1360 Sq Ft Space A Flat Is Up For Sale In Block I, Bashundhara R-a","Block I, Bashundhara R-A","10,000,000",https://www.bproperty.com/buy/dhaka/bashundhara-r-a/covering-1360-sq-ft-space-a-flat-is-up-for-sale-in-171763600897/,3,3,,,vacant,"Flooring, Elevators in Building, Apartment Facing, Electricity, Floor Level, CCTV Security, Fire Exit, Visitor Log, View, Balcony or Terrace, Lobby in Building, Waste Disposal, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Pet Policy",,,1360,6,,,,,,,,
"Covering 1360 Sq Ft Space A Flat Is Up For Sale In Block I, Bashundhara R-a","Block I, Bashundhara R-A","10,000,000",https://www.bproperty.com/buy/dhaka/bashundhara-r-a/covering-1360-sq-ft-space-a-flat-is-up-for-sale-in-171763600897/,3,3,,,vacant,"Flooring, Elevators in Building, Apartment Facing, Electricity, Floor Level, CCTV Security, Fire Exit, Visitor Log, View, Balcony or Terrace, Lobby in Building, Waste Disposal, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Pet Policy",,,1360,6,,,,,,,,
"This Flat In Shapla Housing , Agargaon Is Up For Sale With An Area Of 1300 Sq.ft","West Agargaon, Agargaon","9,750,000",https://www.bproperty.com/buy/dhaka/agargaon/this-flat-in-shapla-housing-agargaon-is-up-for-sal-171763593060/,3,3,,,vacant,"Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Satellite/Cable TV, CCTV Security, Fire Exit, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1300,9,,,,,,,,
"This Flat In Shapla Housing , Agargaon Is Up For Sale With An Area Of 1300 Sq.ft","West Agargaon, Agargaon","9,750,000",https://www.bproperty.com/buy/dhaka/agargaon/this-flat-in-shapla-housing-agargaon-is-up-for-sal-171763593060/,3,3,,,vacant,"Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Satellite/Cable TV, CCTV Security, Fire Exit, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1300,9,,,,,,,,
"A 2156 Square Feet Residential Flat Is Up For Sale At Block J, Bashundhara R-a","Block J, Bashundhara R-A","17,000,000",https://www.bproperty.com/buy/dhaka/bashundhara-r-a/a-2156-square-feet-residential-flat-is-up-for-sale-171763589657/,3,3,,,vacant,"Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Electricity, Floor Level, Storage Areas, Intercom, CCTV Security, Fire Exit, Visitor Log, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,2156,5,,,,,,,,
"A 2156 Square Feet Residential Flat Is Up For Sale At Block J, Bashundhara R-a","Block J, Bashundhara R-A","17,000,000",https://www.bproperty.com/buy/dhaka/bashundhara-r-a/a-2156-square-feet-residential-flat-is-up-for-sale-171763589657/,3,3,,,vacant,"Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Electricity, Floor Level, Storage Areas, Intercom, CCTV Security, Fire Exit, Visitor Log, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,2156,5,,,,,,,,
"Buy This Nice Flat Of 1900 Sq Ft, Which Is Located At Jagannathpur, Badda","Jagannathpur, Badda","10,000,000",https://www.bproperty.com/buy/dhaka/badda/buy-this-nice-flat-of-1900-sq-ft-which-is-located-171763589448/,6,6,,,vacant,"Flooring, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Visitor Log, View, Balcony or Terrace, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Other Nearby Places, Guard/ Security Staff, Pet Policy",,,1900,5,,,,,,,,
"Buy This Nice Flat Of 1900 Sq Ft, Which Is Located At Jagannathpur, Badda","Jagannathpur, Badda","10,000,000",https://www.bproperty.com/buy/dhaka/badda/buy-this-nice-flat-of-1900-sq-ft-which-is-located-171763589448/,6,6,,,vacant,"Flooring, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Visitor Log, View, Balcony or Terrace, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Other Nearby Places, Guard/ Security Staff, Pet Policy",,,1900,5,,,,,,,,
Appreciate Your Days In This 1365 Sq Ft Flat For Sale With Best Room Facilities In Mirpur-10,"Section 10, Mirpur","7,507,500",https://www.bproperty.com/buy/dhaka/mirpur/appreciate-your-days-in-this-1365-sq-ft-flat-for-s-171763588548/,3,3,,,vacant,"Double Glazed Windows, Electricity Backup, Flooring, Elevators in Building, Apartment Facing, Electricity, Floor Level, Broadband Internet, Satellite/Cable TV, Intercom, Fire Exit, Fire Extinguisher, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Waste Disposal, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1365,9,,,,,,,,
Appreciate Your Days In This 1365 Sq Ft Flat For Sale With Best Room Facilities In Mirpur-10,"Section 10, Mirpur","7,507,500",https://www.bproperty.com/buy/dhaka/mirpur/appreciate-your-days-in-this-1365-sq-ft-flat-for-s-171763588548/,3,3,,,vacant,"Double Glazed Windows, Electricity Backup, Flooring, Elevators in Building, Apartment Facing, Electricity, Floor Level, Broadband Internet, Satellite/Cable TV, Intercom, Fire Exit, Fire Extinguisher, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Waste Disposal, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1365,9,,,,,,,,
Find 1580 Sq Ft Flat Available To Sale In Bashundhara R-a Near To Nsu,"Block A, Bashundhara R-A","10,000,000",https://www.bproperty.com/buy/dhaka/bashundhara-r-a/find-1580-sq-ft-flat-available-to-sale-in-bashundh-171763792231/,3,4,,,vacant,"Electricity Backup, Flooring, Elevators in Building, Service Elevators, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, CCTV Security, Fire Exit, Maintenance Staff, Cleaning Services, Change of Amenities/Interior, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1580,4,,,,,,,,
Find 1580 Sq Ft Flat Available To Sale In Bashundhara R-a Near To Nsu,"Block A, Bashundhara R-A","10,000,000",https://www.bproperty.com/buy/dhaka/bashundhara-r-a/find-1580-sq-ft-flat-available-to-sale-in-bashundh-171763792231/,3,4,,,vacant,"Electricity Backup, Flooring, Elevators in Building, Service Elevators, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, CCTV Security, Fire Exit, Maintenance Staff, Cleaning Services, Change of Amenities/Interior, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1580,4,,,,,,,,
1300 Sq Ft Apartment For Sale In Adabor Nearby Vard Eye Vision Hospital,"Baitul Aman Housing Society, Adabor","8,190,000",https://www.bproperty.com/buy/dhaka/adabor/1300-sq-ft-apartment-for-sale-in-adabor-nearby-var-171763790573/,3,3,,,vacant,"Flooring, Elevators in Building, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Nearby Schools, Nearby Hospitals, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1300,5,,,,,,,,
1300 Sq Ft Apartment For Sale In Adabor Nearby Vard Eye Vision Hospital,"Baitul Aman Housing Society, Adabor","8,190,000",https://www.bproperty.com/buy/dhaka/adabor/1300-sq-ft-apartment-for-sale-in-adabor-nearby-var-171763790573/,3,3,,,vacant,"Flooring, Elevators in Building, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Nearby Schools, Nearby Hospitals, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1300,5,,,,,,,,
In Adabor Apartment Can Be Found For Sale Near Crest International School &amp;amp; College,"Baitul Aman Housing Society, Adabor","6,500,000",https://www.bproperty.com/buy/dhaka/adabor/in-adabor-apartment-can-be-found-for-sale-near-cre-17176378980/,3,2,,,vacant,"Electricity Backup, Flooring, Elevators in Building, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Cleaning Services, View, Balcony or Terrace, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1175,7,,,,,,,,
In Adabor Apartment Can Be Found For Sale Near Crest International School &amp;amp; College,"Baitul Aman Housing Society, Adabor","6,500,000",https://www.bproperty.com/buy/dhaka/adabor/in-adabor-apartment-can-be-found-for-sale-near-cre-17176378980/,3,2,,,vacant,"Electricity Backup, Flooring, Elevators in Building, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Cleaning Services, View, Balcony or Terrace, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1175,7,,,,,,,,
We Have A 1200 Sq.Ft Flat For Sale In Bosila Nearby Alhaj Mockbul Hossain University College.,"Bosila, Mohammadpur","7,500,000",https://www.bproperty.com/buy/dhaka/mohammadpur/we-have-a-1200-sq-ft-flat-for-sale-in-bosila-nearb-171763789715/,3,3,,,vacant,"Flooring, Elevators in Building, Service Elevators, Freehold, Furnished, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Prayer Room, Broadband Internet, Satellite/Cable TV, CCTV Security, Fire Exit, Maintenance Staff, Cafeteria or Canteen, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Barbeque Area, Day Care Center, Distance From Airport (kms), Nearby Public Transport, Pet Policy",,,1200,1,,,,,,,,
We Have A 1200 Sq.Ft Flat For Sale In Bosila Nearby Alhaj Mockbul Hossain University College.,"Bosila, Mohammadpur","7,500,000",https://www.bproperty.com/buy/dhaka/mohammadpur/we-have-a-1200-sq-ft-flat-for-sale-in-bosila-nearb-171763789715/,3,3,,,vacant,"Flooring, Elevators in Building, Service Elevators, Freehold, Furnished, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Prayer Room, Broadband Internet, Satellite/Cable TV, CCTV Security, Fire Exit, Maintenance Staff, Cafeteria or Canteen, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Barbeque Area, Day Care Center, Distance From Airport (kms), Nearby Public Transport, Pet Policy",,,1200,1,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/we-have-a-650-sq-ft-flat-for-sale-in-mirpur-nearby-171763784357/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/we-have-a-650-sq-ft-flat-for-sale-in-mirpur-nearby-171763784357/,,,,,,,,,,,,,,,,,,
Your Desirable Cozy Flat of 1425 sq ft Is Ready For Sale In West Shewrapara Near North South International School,"West Shewrapara, Mirpur","8,537,500",https://www.bproperty.com/buy/dhaka/mirpur/your-desirable-cozy-flat-of-1425-sq-ft-is-ready-fo-171763780899/,3,3,,,vacant,"Double Glazed Windows, Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Prayer Room, Reception/Waiting Area, Storage Areas, Community Space, Intercom, CCTV Security, Fire Extinguisher, Visitor Log, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1425,7,,,,,,,,
Your Desirable Cozy Flat of 1425 sq ft Is Ready For Sale In West Shewrapara Near North South International School,"West Shewrapara, Mirpur","8,537,500",https://www.bproperty.com/buy/dhaka/mirpur/your-desirable-cozy-flat-of-1425-sq-ft-is-ready-fo-171763780899/,3,3,,,vacant,"Double Glazed Windows, Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Prayer Room, Reception/Waiting Area, Storage Areas, Community Space, Intercom, CCTV Security, Fire Extinguisher, Visitor Log, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1425,7,,,,,,,,
"1425 Sq Ft Flat For Sale In West Shewrapara, Mirpur","West Shewrapara, Mirpur","8,537,500",https://www.bproperty.com/buy/dhaka/mirpur/1425-sq-ft-flat-for-sale-in-west-shewrapara-mirpur-171763779632/,3,3,,,vacant,"Double Glazed Windows, Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Prayer Room, Reception/Waiting Area, Storage Areas, Community Space, Intercom, CCTV Security, Fire Extinguisher, Visitor Log, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1425,1,,,,,,,,
"1425 Sq Ft Flat For Sale In West Shewrapara, Mirpur","West Shewrapara, Mirpur","8,537,500",https://www.bproperty.com/buy/dhaka/mirpur/1425-sq-ft-flat-for-sale-in-west-shewrapara-mirpur-171763779632/,3,3,,,vacant,"Double Glazed Windows, Electricity Backup, Flooring, Elevators in Building, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Prayer Room, Reception/Waiting Area, Storage Areas, Community Space, Intercom, CCTV Security, Fire Extinguisher, Visitor Log, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1425,1,,,,,,,,
At Uttara-12 We Have A 1050 Sq.Ft Ready Flat For Sale.,"Sector 12, Uttara","5,500,000",https://www.bproperty.com/buy/dhaka/uttara/at-uttara-12-we-have-a-1050-sq-ft-ready-flat-for-s-171763775712/,3,2,,,vacant,"Electricity Backup, Flooring, Elevators in Building, Service Elevators, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1050,5,,,,,,,,
At Uttara-12 We Have A 1050 Sq.Ft Ready Flat For Sale.,"Sector 12, Uttara","5,500,000",https://www.bproperty.com/buy/dhaka/uttara/at-uttara-12-we-have-a-1050-sq-ft-ready-flat-for-s-171763775712/,3,2,,,vacant,"Electricity Backup, Flooring, Elevators in Building, Service Elevators, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1050,5,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/if-you-want-to-reside-in-mirpur-dohs-check-this-11-171763773326/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/if-you-want-to-reside-in-mirpur-dohs-check-this-11-171763773326/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/agargaon/we-have-a-1295-sq-ft-flat-for-sale-in-taltola-171763772156/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/agargaon/we-have-a-1295-sq-ft-flat-for-sale-in-taltola-171763772156/,,,,,,,,,,,,,,,,,,
Your Desired Large 2 Bedroom Home In Mohammadpur Very Close To Mohammadpur Police Camp Is Now Vacant For Sale,"Bash Bari Road, Mohammadpur","5,100,000",https://www.bproperty.com/buy/dhaka/mohammadpur/your-desired-large-2-bedroom-home-in-mohammadpur-v-171763767387/,2,2,,,vacant,"Flooring, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, CCTV Security, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,850,2,,,,,,,,
Your Desired Large 2 Bedroom Home In Mohammadpur Very Close To Mohammadpur Police Camp Is Now Vacant For Sale,"Bash Bari Road, Mohammadpur","5,100,000",https://www.bproperty.com/buy/dhaka/mohammadpur/your-desired-large-2-bedroom-home-in-mohammadpur-v-171763767387/,2,2,,,vacant,"Flooring, Freehold, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, CCTV Security, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,850,2,,,,,,,,
3 Bedrooms Apartment With A View Is Up For Sale,"Shiddheswari Lane, Shiddheswari","11,500,000",https://www.bproperty.com/buy/dhaka/shiddheswari/3-bedrooms-apartment-with-a-view-is-up-for-sale-171763863713/,3,3,,,vacant,"Electricity Backup, Flooring, Elevators in Building, Furnished, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Broadband Internet, CCTV Security, Visitor Log, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1250,5,,,,,,,,
3 Bedrooms Apartment With A View Is Up For Sale,"Shiddheswari Lane, Shiddheswari","11,500,000",https://www.bproperty.com/buy/dhaka/shiddheswari/3-bedrooms-apartment-with-a-view-is-up-for-sale-171763863713/,3,3,,,vacant,"Electricity Backup, Flooring, Elevators in Building, Furnished, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Broadband Internet, CCTV Security, Visitor Log, Maintenance Staff, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Parking Spaces, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1250,5,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/an-apartment-which-is-up-for-sale-at-mirpur-near-t-171763861015/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/an-apartment-which-is-up-for-sale-at-mirpur-near-t-171763861015/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/in-mirpur-apartment-can-be-found-for-sale-near-sha-171763859952/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/in-mirpur-apartment-can-be-found-for-sale-near-sha-171763859952/,,,,,,,,,,,,,,,,,,
Visit This Apartment For Sale In Mirpur Near Janata Bank Limited.,"Section 1, Mirpur","2,100,000",https://www.bproperty.com/buy/dhaka/mirpur/visit-this-apartment-for-sale-in-mirpur-near-janat-171763858681/,2,2,,,vacant,"Flooring, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Maintenance Staff, Cleaning Services, Change of Amenities/Interior, View, Balcony or Terrace, Lobby in Building, Waste Disposal, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,650,5,,,,,,,,
Visit This Apartment For Sale In Mirpur Near Janata Bank Limited.,"Section 1, Mirpur","2,100,000",https://www.bproperty.com/buy/dhaka/mirpur/visit-this-apartment-for-sale-in-mirpur-near-janat-171763858681/,2,2,,,vacant,"Flooring, 24 Hours Concierge, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Maintenance Staff, Cleaning Services, Change of Amenities/Interior, View, Balcony or Terrace, Lobby in Building, Waste Disposal, Nearby Shopping Malls, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,650,5,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/near-pallabi-police-station-visit-this-apartment-f-171763858313/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/near-pallabi-police-station-visit-this-apartment-f-171763858313/,,,,,,,,,,,,,,,,,,
An Apartment Which Is Up For Sale At Rupnagar R/A Near To Rupnagar Jame Masjid.,"Rupnagar R/A, Mirpur","2,400,000",https://www.bproperty.com/buy/dhaka/mirpur/an-apartment-which-is-up-for-sale-at-rupnagar-r-a-171763853368/,2,2,,,vacant,"Flooring, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Storage Areas, Community Space, CCTV Security, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Nearby Schools, Nearby Hospitals, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,650,3,,,,,,,,
An Apartment Which Is Up For Sale At Rupnagar R/A Near To Rupnagar Jame Masjid.,"Rupnagar R/A, Mirpur","2,400,000",https://www.bproperty.com/buy/dhaka/mirpur/an-apartment-which-is-up-for-sale-at-rupnagar-r-a-171763853368/,2,2,,,vacant,"Flooring, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Storage Areas, Community Space, CCTV Security, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Nearby Schools, Nearby Hospitals, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,650,3,,,,,,,,
An Apartment Which Is Up For Sale At Pallabi Near To Pallabi Police Station.,"Pallabi, Mirpur","9,500,000",https://www.bproperty.com/buy/dhaka/mirpur/an-apartment-which-is-up-for-sale-at-pallabi-near-171763851335/,3,3,,,vacant,"Flooring, Elevators in Building, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Storage Areas, Community Space, CCTV Security, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Nearby Schools, Nearby Hospitals, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1500,7,,,,,,,,
An Apartment Which Is Up For Sale At Pallabi Near To Pallabi Police Station.,"Pallabi, Mirpur","9,500,000",https://www.bproperty.com/buy/dhaka/mirpur/an-apartment-which-is-up-for-sale-at-pallabi-near-171763851335/,3,3,,,vacant,"Flooring, Elevators in Building, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Storage Areas, Community Space, CCTV Security, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Nearby Schools, Nearby Hospitals, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1500,7,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/apartment-at-mirpur-near-muslim-bazar-mukte-joddha-171763850173/,,,,,,,,,,,,,,,,,,
,,,https://www.bproperty.com/buy/dhaka/mirpur/apartment-at-mirpur-near-muslim-bazar-mukte-joddha-171763850173/,,,,,,,,,,,,,,,,,,
"For Property Hunter, Mirpur Introduce A Homely Apartment For Buy","Pallabi, Mirpur","3,300,000",https://www.bproperty.com/buy/dhaka/mirpur/for-property-hunter-mirpur-introduce-a-homely-apar-171763848316/,2,2,,,vacant,"Flooring, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Storage Areas, Community Space, CCTV Security, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Nearby Schools, Nearby Hospitals, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,850,2,,,,,,,,
"For Property Hunter, Mirpur Introduce A Homely Apartment For Buy","Pallabi, Mirpur","3,300,000",https://www.bproperty.com/buy/dhaka/mirpur/for-property-hunter-mirpur-introduce-a-homely-apar-171763848316/,2,2,,,vacant,"Flooring, Apartment Facing, Gas, Electricity, Floor Level, Reception/Waiting Area, Storage Areas, Community Space, CCTV Security, Cleaning Services, View, Balcony or Terrace, Lobby in Building, Nearby Schools, Nearby Hospitals, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,850,2,,,,,,,,
Apartment for Sale in Mirpur near City Bank,"Section 12, Mirpur","8,000,000",https://www.bproperty.com/buy/dhaka/mirpur/apartment-for-sale-in-mirpur-near-city-bank-171763846031/,3,4,,,vacant,"Double Glazed Windows, Flooring, Apartment Facing, Gas, Electricity, Floor Level, Other Rooms, Reception/Waiting Area, Broadband Internet, Cleaning Services, View, Balcony or Terrace, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1300,2,,,,,,,,
Apartment for Sale in Mirpur near City Bank,"Section 12, Mirpur","8,000,000",https://www.bproperty.com/buy/dhaka/mirpur/apartment-for-sale-in-mirpur-near-city-bank-171763846031/,3,4,,,vacant,"Double Glazed Windows, Flooring, Apartment Facing, Gas, Electricity, Floor Level, Other Rooms, Reception/Waiting Area, Broadband Internet, Cleaning Services, View, Balcony or Terrace, Distance From Airport (kms), Nearby Public Transport, Guard/ Security Staff, Pet Policy",,,1300,2,,,,,,,,
